ID,City A,City B,Distance,Time of Day,Weather,Traffic,Road Quality,Driver Experience,deliver_time
3912,Suceava,Iasi,145,642,Snow,842.6790923065432,800,15,186
3913,Targoviste,Cluj-Napoca,397,1262,Rain,750.8125598528297,491,12,416
3914,Braila,Targoviste,233,550,Fog,77.54997081743164,810,4,252
3915,Baia Mare,Brasov,364,1147,Clear,394.2666244623049,611,30,357
3916,Resita,Iasi,665,723,Snow,374.2665865966517,617,1,648
3917,Galati,Arad,706,208,Fog,55.96891120697467,672,8,676
3918,Cluj-Napoca,Baia Mare,142,195,Clear,891.2759697961593,599,32,169
3919,Slatina,Botosani,648,988,Rain,760.8269062235757,476,38,632
3920,Drobeta-Turnu Severin,Constanta,570,350,Clear,728.0252899069392,812,36,541
3921,Satu Mare,Sibiu,340,620,Clear,658.6270811253339,389,28,349
3922,Suceava,Ploiesti,431,1059,Rain,649.4911818900124,398,4,447
3923,Sibiu,Targu Mures,123,1168,Fog,16.140385141325876,63,14,167
3924,Suceava,Cluj-Napoca,300,1166,Clear,902.8496399363521,496,30,322
3925,Timisoara,Bucuresti,537,886,Snow,262.7030928732104,675,13,528
3926,Suceava,Deva,463,117,Rain,172.93957497503075,794,24,439
3927,Braila,Satu Mare,679,847,Clear,555.0168809317238,276,12,663
3928,Suceava,Buzau,341,204,Rain,346.19462692283855,644,14,343
3929,Braila,Timisoara,705,636,Clear,725.4337897633267,174,37,681
3930,Baia Mare,Slatina,500,1409,Fog,711.3596326852052,339,20,519
3931,Bacau,Ramnicu Valcea,487,38,Rain,920.7921461703753,433,12,499
3932,Focsani,Targoviste,218,497,Rain,434.9541089553238,483,38,224
3933,Arad,Barlad,682,248,Fog,470.4143343987858,10,30,670
3934,Craiova,Botosani,704,907,Rain,762.0516631092783,22,11,701
3935,Galati,Alba Iulia,483,1327,Rain,729.1567283198541,973,7,484
3936,Focsani,Targu Mures,318,1074,Fog,618.6120827290513,237,39,347
3937,Suceava,Vaslui,188,1221,Fog,538.1791817455562,800,9,228
3938,Vaslui,Baia Mare,454,283,Fog,554.4486747660515,593,6,466
3939,Ploiesti,Oradea,530,814,Rain,345.98907031431855,378,25,517
3940,Braila,Resita,723,1405,Fog,892.2619888499119,801,40,705
3941,Iasi,Brasov,320,376,Clear,728.1821357399485,737,6,335
3942,Craiova,Sibiu,229,1376,Snow,843.180766282579,70,11,286
3943,Sibiu,Buzau,332,334,Rain,484.2086550578417,996,10,338
3944,Pitesti,Braila,336,639,Fog,741.6587182872748,188,18,371
3945,Vaslui,Oradea,570,976,Fog,225.04600005070884,731,25,556
3946,Baia Mare,Ramnicu Valcea,413,234,Snow,839.6753584906538,431,5,436
3947,Vaslui,Constanta,361,1273,Snow,386.62792308241933,443,33,371
3948,Barlad,Galati,102,1136,Rain,843.1360591565725,127,2,165
3949,Oradea,Craiova,486,287,Snow,61.46355229371747,993,7,470
3950,Botosani,Craiova,704,898,Rain,234.95151883390974,60,36,674
3951,Oradea,Vaslui,570,896,Clear,33.928234339670404,714,33,532
3952,Craiova,Slatina,53,1271,Fog,657.0684600824777,91,37,113
3953,Constanta,Roman,434,38,Snow,993.3449242725704,265,5,463
3954,Constanta,Braila,202,324,Rain,39.80239135274566,971,12,206
3955,Baia Mare,Focsani,495,941,Clear,292.9229341238021,151,30,483
3956,Buzau,Targoviste,130,897,Clear,626.421361756812,637,28,154
3957,Botosani,Timisoara,646,1059,Snow,851.5400600933859,640,18,642
3958,Focsani,Galati,86,1351,Snow,211.33218910158612,207,24,129
3959,Braila,Baia Mare,584,99,Snow,613.102373242355,196,39,570
3960,Roman,Pitesti,472,626,Snow,244.7608424370452,335,22,470
3961,Sibiu,Constanta,495,121,Clear,652.3873941182463,941,5,485
3962,Hunedoara,Buzau,460,723,Snow,460.32228280048923,623,28,456
3963,Baia Mare,Botosani,336,1382,Fog,616.6193590958068,710,39,351
3964,Buzau,Timisoara,602,637,Rain,189.69097891251775,430,16,579
3965,Vaslui,Galati,155,523,Rain,802.2173620976182,111,32,194
3966,Alba Iulia,Craiova,308,463,Snow,132.82834463332648,403,40,307
3967,Vaslui,Buzau,226,1439,Rain,31.413035550521663,591,25,234
3968,Botosani,Ramnicu Valcea,645,116,Clear,22.785902966283356,304,35,596
3969,Iasi,Cluj-Napoca,422,209,Fog,53.653122378002905,25,6,436
3970,Ramnicu Valcea,Braila,395,130,Fog,842.5943973262754,747,9,418
3971,Timisoara,Deva,152,722,Clear,75.27107442178205,206,34,162
3972,Braila,Focsani,90,783,Snow,241.39200675773398,753,8,125
3973,Sibiu,Galati,403,843,Clear,139.2013871290435,738,13,389
3974,Baia Mare,Roman,371,442,Fog,684.7393853317193,276,11,402
3975,Slatina,Buzau,297,642,Rain,383.04700763370766,34,7,325
3976,Tulcea,Targoviste,406,128,Snow,443.6581832976827,942,15,404
3977,Resita,Hunedoara,136,1111,Snow,621.7465441519441,471,21,178
3978,Targu Mures,Deva,206,471,Rain,332.45545677178137,362,16,229
3979,Satu Mare,Cluj-Napoca,176,377,Fog,487.70286021377984,39,25,218
3980,Ploiesti,Tulcea,365,1191,Clear,905.9524230462753,535,28,382
3981,Braila,Roman,240,705,Rain,607.2259133322385,830,24,256
3982,Resita,Roman,587,1022,Clear,672.2816349694511,435,29,573
3983,Buzau,Focsani,86,1391,Snow,722.5269072524337,627,33,130
3984,Satu Mare,Buzau,637,1123,Snow,588.3003532117147,131,35,630
3985,Pitesti,Resita,395,210,Rain,958.7866354070003,75,38,409
3986,Tulcea,Targu Mures,510,693,Rain,378.59007653860033,240,29,501
3987,Focsani,Brasov,178,11,Fog,132.90168762135391,220,6,211
3988,Arad,Oradea,116,682,Rain,581.9459291124502,899,26,138
3989,Constanta,Alba Iulia,573,1238,Clear,540.1553758365695,253,11,569
3990,Roman,Barlad,111,1275,Fog,277.86694794112907,234,12,162
3991,Focsani,Bucuresti,204,1379,Rain,317.5969565756074,916,2,228
3992,Galati,Cluj-Napoca,510,778,Rain,759.5757641027518,66,20,518
3993,Galati,Bacau,187,140,Snow,437.0160232765801,375,18,217
3994,Barlad,Timisoara,649,1291,Clear,943.6658302113296,223,13,652
3995,Arad,Timisoara,60,97,Rain,196.32820038973165,443,35,77
3996,Sibiu,Vaslui,435,689,Clear,519.0208100644262,185,20,439
3997,Barlad,Tulcea,189,575,Clear,258.5837006202155,130,23,204
3998,Drobeta-Turnu Severin,Barlad,631,1347,Clear,180.5077044438207,62,27,608
3999,Vaslui,Deva,522,585,Clear,325.4015130349158,690,29,496
4000,Barlad,Slatina,469,1266,Fog,845.0528415380519,265,10,499
4001,Arad,Barlad,682,1421,Fog,99.81718526385875,380,11,672
4002,Arad,Alba Iulia,253,1203,Rain,763.7555096922861,399,40,275
4003,Bucuresti,Iasi,409,185,Clear,431.4035255777605,241,27,404
4004,Suceava,Roman,105,1389,Clear,596.988160838323,606,13,145
4005,Targoviste,Bucuresti,81,825,Snow,179.11205531957265,426,6,117
4006,Ramnicu Valcea,Suceava,635,212,Fog,957.2623627969225,322,26,642
4007,Timisoara,Roman,579,1327,Rain,954.7875995599253,158,29,589
4008,Suceava,Constanta,539,15,Snow,760.4134788695877,216,10,549
4009,Arad,Botosani,679,1420,Fog,128.62664587468055,664,15,659
4010,Ploiesti,Buzau,91,675,Rain,565.0959923172096,923,25,114
4011,Barlad,Ploiesti,260,396,Rain,815.0862950583478,446,28,285
4012,Satu Mare,Bucuresti,614,519,Fog,848.5138115464166,489,32,607
4013,Suceava,Tulcea,404,1098,Snow,553.1786946286765,760,34,405
4014,Alba Iulia,Cluj-Napoca,103,687,Clear,718.1116131563091,790,2,141
4015,Drobeta-Turnu Severin,Satu Mare,515,1303,Fog,634.0236338268212,794,19,519
4016,Brasov,Resita,420,325,Clear,971.6144123087112,922,26,419
4017,Suceava,Bucuresti,460,889,Fog,653.9450274497437,200,30,477
4018,Slatina,Ramnicu Valcea,88,1427,Clear,903.0859252793146,227,1,152
4019,Iasi,Cluj-Napoca,422,721,Snow,108.56629433855514,640,27,407
4020,Timisoara,Targoviste,489,1372,Clear,344.12398535285706,663,35,470
4021,Ramnicu Valcea,Focsani,381,1363,Fog,287.25361333565223,348,1,406
4022,Sibiu,Brasov,144,991,Fog,398.2349183588024,319,12,187
4023,Brasov,Barlad,239,439,Fog,555.1198947353071,417,36,263
4024,Baia Mare,Sibiu,306,314,Snow,121.75729122303969,381,22,312
4025,Resita,Oradea,271,571,Rain,887.8856445539277,959,26,286
4026,Targu Mures,Slatina,307,141,Clear,353.6494534642512,596,36,298
4027,Satu Mare,Iasi,470,401,Rain,547.8838749834348,973,23,457
4028,Timisoara,Oradea,171,131,Rain,107.3997624342321,631,20,182
4029,Targu Mures,Braila,407,466,Snow,589.9168258333369,352,1,431
4030,Iasi,Deva,518,542,Clear,618.3392525766403,687,17,504
4031,Hunedoara,Roman,439,1349,Rain,999.8261882828324,847,15,459
4032,Iasi,Barlad,118,311,Rain,79.4550934370012,276,22,136
4033,Botosani,Oradea,496,721,Snow,353.84470507849875,577,9,495
4034,Alba Iulia,Baia Mare,238,497,Snow,54.78716513090753,247,24,255
4035,Satu Mare,Brasov,441,583,Clear,208.2668604812451,165,12,435
4036,Buzau,Bucuresti,119,1248,Fog,901.6028681729106,906,32,165
4037,Targu Mures,Bacau,260,1020,Clear,374.1322603866638,259,17,279
4038,Iasi,Brasov,320,35,Snow,725.6915002938575,187,5,355
4039,Braila,Bucuresti,220,566,Snow,183.5666775654654,178,26,241
4040,Slatina,Iasi,588,527,Snow,951.9942027007264,893,24,580
4041,Slatina,Brasov,210,1013,Snow,748.7957859557812,619,38,235
4042,Oradea,Barlad,581,1031,Clear,388.24140260100046,811,1,564
4043,Timisoara,Iasi,657,162,Snow,274.510329164497,382,13,641
4044,Timisoara,Slatina,393,210,Fog,20.718252202000297,894,1,393
4045,Craiova,Tulcea,548,690,Clear,767.3505432756775,628,27,532
4046,Slatina,Oradea,507,992,Fog,26.754670365291776,264,40,493
4047,Bacau,Oradea,505,92,Rain,430.44609769703715,439,26,490
4048,Vaslui,Sibiu,435,965,Clear,740.179049479192,500,12,443
4049,Alba Iulia,Galati,483,110,Rain,749.042597723086,85,9,496
4050,Braila,Brasov,297,780,Clear,360.90206686080006,824,28,295
4051,Slatina,Arad,426,982,Snow,442.7781348516625,247,37,431
4052,Barlad,Craiova,522,1283,Clear,897.6934368909453,803,7,528
4053,Timisoara,Slatina,393,73,Clear,945.1638341878433,694,34,393
4054,Pitesti,Buzau,237,436,Snow,821.5960849238699,473,29,265
4055,Oradea,Resita,271,155,Fog,174.45448127884333,905,33,273
4056,Iasi,Hunedoara,517,410,Fog,458.4729587415084,651,19,512
4057,Suceava,Ramnicu Valcea,635,708,Snow,739.0230084841312,386,33,625
4058,Bacau,Baia Mare,413,668,Fog,720.3695241146894,612,5,438
4059,Bacau,Brasov,178,549,Rain,747.1205809532722,201,27,213
4060,Buzau,Targoviste,130,167,Rain,658.5333199267249,894,33,148
4061,Drobeta-Turnu Severin,Cluj-Napoca,374,1168,Fog,429.47092862891776,515,5,401
4062,Iasi,Pitesti,526,1190,Clear,159.4015793752591,921,17,499
4063,Oradea,Satu Mare,140,62,Snow,701.5069158950075,407,8,184
4064,Bacau,Arad,622,1032,Clear,111.72786026862968,275,27,592
4065,Iasi,Barlad,118,889,Rain,133.4245191214124,170,17,147
4066,Roman,Arad,613,596,Fog,48.88002802205749,891,37,573
4067,Deva,Braila,563,1106,Rain,199.20340512061497,565,33,536
4068,Drobeta-Turnu Severin,Sibiu,319,1127,Rain,492.22133206627916,29,1,355
4069,Braila,Galati,20,315,Snow,697.693024214997,237,6,82
4070,Slatina,Botosani,648,252,Snow,418.2492581716415,728,10,629
4071,Slatina,Arad,426,101,Fog,666.6414349214489,662,18,437
4072,Buzau,Craiova,353,731,Snow,897.1283364506778,899,2,381
4073,Tulcea,Slatina,494,214,Snow,27.941702926015168,182,37,478
4074,Constanta,Braila,202,693,Fog,922.2586852195803,969,38,228
4075,Targu Mures,Ramnicu Valcea,220,805,Snow,893.4510481579617,416,38,252
4076,Baia Mare,Roman,371,481,Clear,97.00611220759248,804,23,352
4077,Drobeta-Turnu Severin,Barlad,631,162,Snow,774.8707994582054,224,13,631
4078,Baia Mare,Arad,318,602,Fog,53.27609376074194,186,37,326
4079,Pitesti,Barlad,406,495,Snow,267.4026815991974,964,8,404
4080,Galati,Botosani,333,913,Clear,636.5347099435756,370,24,347
4081,Constanta,Drobeta-Turnu Severin,570,450,Rain,915.5533425984987,453,22,567
4082,Constanta,Bacau,391,1319,Rain,39.07039515155375,64,7,403
4083,Pitesti,Botosani,588,68,Fog,249.7229577512794,487,31,567
4084,Tulcea,Arad,882,1021,Snow,216.6550519645264,179,1,856
4085,Focsani,Arad,621,10,Snow,12.94502383192675,604,11,588
4086,Craiova,Hunedoara,239,631,Snow,796.1513041680046,480,33,267
4087,Focsani,Arad,621,348,Fog,597.1426816973005,909,4,615
4088,Deva,Ramnicu Valcea,230,99,Rain,155.03853020464652,756,3,241
4089,Galati,Arad,706,72,Rain,216.32675386387024,349,4,681
4090,Hunedoara,Ploiesti,378,79,Clear,849.0189312074957,916,38,370
4091,Hunedoara,Cluj-Napoca,177,1150,Fog,640.0469519651533,971,20,211
4092,Sibiu,Craiova,229,1438,Fog,748.192349356387,979,2,273
4093,Botosani,Drobeta-Turnu Severin,812,348,Rain,957.8744469363909,505,28,780
4094,Oradea,Ramnicu Valcea,420,814,Rain,938.8464849284455,466,1,447
4095,Brasov,Oradea,416,452,Snow,753.4457635333805,989,37,410
4096,Drobeta-Turnu Severin,Hunedoara,210,384,Fog,303.0523056953188,53,8,250
4097,Vaslui,Galati,155,365,Rain,559.8334746762993,439,34,177
4098,Brasov,Satu Mare,441,676,Clear,181.49382452860962,412,13,431
4099,Bacau,Deva,457,155,Rain,90.47508327578669,258,40,438
4100,Galati,Brasov,267,1423,Snow,213.37228208561453,356,10,290
4101,Galati,Oradea,650,223,Fog,730.0241269098694,960,27,628
4102,Hunedoara,Baia Mare,312,949,Snow,211.675071329557,451,37,316
4103,Hunedoara,Baia Mare,312,23,Rain,981.6845155169746,171,22,340
4104,Cluj-Napoca,Sibiu,176,1098,Fog,862.178262298019,849,5,228
4105,Sibiu,Suceava,384,1349,Fog,928.5071327262674,192,9,428
4106,Timisoara,Bacau,588,808,Rain,345.1638173171849,630,12,570
4107,Suceava,Hunedoara,463,1345,Snow,366.4024408152797,99,9,480
4108,Vaslui,Brasov,295,605,Fog,480.57860092376626,339,36,313
4109,Craiova,Bacau,545,1251,Clear,728.9759582425283,225,11,551
4110,Targu Mures,Bucuresti,357,430,Fog,949.2950800503435,280,12,395
4111,Satu Mare,Botosani,395,880,Clear,300.09913191085093,712,39,377
4112,Sibiu,Alba Iulia,68,287,Rain,823.2247305871373,603,7,114
4113,Targu Mures,Slatina,307,392,Clear,928.7150564191846,284,21,328
4114,Braila,Alba Iulia,514,1282,Fog,469.6288234974073,755,17,515
4115,Craiova,Ramnicu Valcea,129,697,Fog,754.400293752942,343,22,177
4116,Hunedoara,Ploiesti,378,807,Fog,119.68496569010823,116,12,396
4117,Hunedoara,Braila,563,754,Rain,32.21870231617019,133,28,540
4118,Galati,Drobeta-Turnu Severin,582,1163,Clear,296.6140419143528,609,8,566
4119,Targoviste,Bacau,322,1303,Clear,400.5339845446593,134,39,327
4120,Alba Iulia,Braila,514,1125,Clear,877.5719839763026,450,16,517
4121,Deva,Timisoara,152,695,Rain,497.5647414041974,869,30,170
4122,Ramnicu Valcea,Barlad,465,586,Rain,713.2373157352232,250,32,467
4123,Buzau,Timisoara,602,250,Snow,807.9555268177126,443,18,601
4124,Cluj-Napoca,Sibiu,176,1382,Fog,783.9281865698166,59,20,241
4125,Deva,Buzau,460,1181,Rain,565.244935239871,725,34,454
4126,Botosani,Brasov,349,938,Clear,446.0544652016378,698,21,354
4127,Roman,Drobeta-Turnu Severin,697,1164,Rain,752.3361875653246,798,23,677
4128,Deva,Targoviste,350,1073,Clear,391.20292265126,115,23,358
4129,Ploiesti,Suceava,431,618,Snow,64.57051571014193,595,40,413
4130,Satu Mare,Tulcea,927,1318,Clear,711.0283364063681,179,23,891
4131,Arad,Bacau,622,589,Rain,983.5266599814983,140,26,622
4132,Oradea,Hunedoara,208,1320,Clear,173.80768610436138,340,27,225
4133,Resita,Constanta,731,167,Snow,918.7743817602909,995,27,704
4134,Alba Iulia,Brasov,224,1299,Clear,814.5181440306961,942,15,246
4135,Vaslui,Oradea,570,583,Fog,467.1122828490947,817,1,571
4136,Oradea,Tulcea,900,184,Rain,159.11226887517515,160,6,854
4137,Roman,Slatina,533,1185,Snow,541.2106551431694,287,16,541
4138,Baia Mare,Targu Mures,195,990,Snow,31.97129520000552,270,30,217
4139,Vaslui,Bacau,83,590,Clear,57.377600170011256,86,10,118
4140,Arad,Craiova,375,948,Fog,607.4736231420981,800,9,398
4141,Craiova,Drobeta-Turnu Severin,110,760,Clear,382.35595942035593,930,8,135
4142,Bucuresti,Ploiesti,78,1213,Fog,160.7987570521424,903,36,103
4143,Timisoara,Braila,705,1256,Snow,673.9154931166305,325,36,688
4144,Baia Mare,Pitesti,468,632,Snow,535.2935008455897,952,22,464
4145,Bucuresti,Tulcea,298,1079,Rain,871.9732351724484,346,27,325
4146,Suceava,Focsani,254,112,Clear,354.50667247877743,920,30,244
4147,Brasov,Alba Iulia,224,581,Rain,239.4472018885888,920,3,238
4148,Hunedoara,Barlad,508,1314,Clear,940.9316253475857,299,40,506
4149,Satu Mare,Ploiesti,555,746,Snow,511.9486403131895,805,12,548
4150,Bacau,Focsani,106,162,Snow,790.4181165171591,45,20,162
4151,Focsani,Arad,621,993,Fog,286.38538401106115,846,16,605
4152,Constanta,Deva,623,1162,Rain,390.83778916510323,281,24,612
4153,Vaslui,Alba Iulia,447,771,Fog,946.2348817315068,676,9,474
4154,Deva,Iasi,518,4,Fog,753.6578345428806,165,40,519
4155,Ploiesti,Suceava,431,852,Snow,241.6093408317477,572,27,430
4156,Targoviste,Craiova,188,867,Fog,505.01134875129696,225,23,227
4157,Botosani,Ramnicu Valcea,645,273,Fog,199.15022604474308,431,10,628
4158,Suceava,Sibiu,384,389,Rain,912.8352173919969,110,5,418
4159,Cluj-Napoca,Resita,324,1397,Snow,970.1912384474525,45,10,375
4160,Craiova,Roman,589,219,Snow,385.9183106410695,855,38,556
4161,Bacau,Drobeta-Turnu Severin,653,488,Snow,408.5978857890621,667,34,623
4162,Bacau,Focsani,106,110,Snow,605.5168091730206,491,23,146
4163,Cluj-Napoca,Arad,351,302,Fog,954.2599151437161,283,21,384
4164,Botosani,Oradea,496,534,Fog,937.0238674911026,566,28,507
4165,Baia Mare,Bucuresti,581,1069,Fog,708.7739546987647,860,12,583
4166,Braila,Bacau,197,66,Rain,830.1877018957621,77,12,240
4167,Timisoara,Barlad,649,87,Fog,839.9528300864861,567,2,652
4168,Arad,Satu Mare,255,1241,Rain,298.03989789706145,210,35,269
4169,Brasov,Resita,420,986,Clear,93.86512540105929,368,13,410
4170,Constanta,Alba Iulia,573,258,Clear,213.34152685952012,173,19,551
4171,Ploiesti,Slatina,189,248,Snow,250.54354038105296,215,20,218
4172,Arad,Timisoara,60,738,Clear,143.97665015229398,967,27,70
4173,Drobeta-Turnu Severin,Sibiu,319,419,Snow,847.987746699133,417,13,353
4174,Oradea,Barlad,581,346,Clear,571.8564394232947,569,4,568
4175,Arad,Oradea,116,1369,Fog,475.9441814407086,536,5,171
4176,Buzau,Barlad,170,272,Clear,694.3741753050615,653,6,206
4177,Oradea,Bucuresti,589,991,Fog,663.0209873098792,764,9,591
4178,Tulcea,Drobeta-Turnu Severin,657,329,Snow,815.6141344151075,802,8,647
4179,Barlad,Sibiu,379,898,Rain,365.47380984440025,893,12,383
4180,Bucuresti,Sibiu,268,358,Fog,33.67599874436389,293,27,278
4181,Roman,Bucuresti,355,81,Snow,730.5017774785558,718,37,358
4182,Constanta,Oradea,818,543,Rain,539.7963083881654,482,1,789
4183,Brasov,Iasi,320,446,Clear,849.3166341044946,620,37,328
4184,Craiova,Roman,589,846,Clear,714.4659496912069,872,4,578
4185,Craiova,Ramnicu Valcea,129,1009,Rain,696.1154005548134,476,17,167
4186,Targoviste,Iasi,420,464,Snow,688.6922962053485,37,29,438
4187,Oradea,Hunedoara,208,1176,Clear,997.37759483582,875,35,230
4188,Hunedoara,Ramnicu Valcea,229,343,Fog,440.89107504441074,811,14,255
4189,Targoviste,Focsani,218,1235,Fog,821.025993720375,527,20,266
4190,Satu Mare,Arad,255,508,Snow,251.15358942357025,336,4,279
4191,Ploiesti,Craiova,245,329,Rain,626.5210928908024,124,2,284
4192,Barlad,Resita,655,949,Clear,934.4367969186382,768,15,644
4193,Timisoara,Arad,60,381,Fog,802.8964582160285,836,29,105
4194,Tulcea,Brasov,468,616,Rain,206.88841125746004,28,16,470
4195,Iasi,Botosani,109,1,Clear,985.2810889880311,897,20,138
4196,Iasi,Arad,692,1166,Clear,81.47416384012085,936,30,639
4197,Ramnicu Valcea,Targoviste,131,188,Rain,351.7263475616581,257,29,160
4198,Slatina,Botosani,648,1213,Snow,853.8029853244773,444,5,657
4199,Craiova,Oradea,486,225,Snow,162.75326731658734,568,3,479
4200,Botosani,Constanta,550,247,Rain,379.43113929613645,559,2,538
4201,Targoviste,Brasov,107,161,Rain,52.60220332323273,372,34,119
4202,Tulcea,Alba Iulia,655,721,Rain,101.24887795348647,620,40,609
4203,Bacau,Ramnicu Valcea,487,410,Clear,6.061129268301602,193,40,456
4204,Slatina,Oradea,507,752,Clear,460.18373631959264,938,25,484
4205,Alba Iulia,Galati,483,1079,Fog,697.3945437490302,697,13,500
4206,Buzau,Focsani,86,1223,Snow,486.95255720738385,821,14,128
4207,Ramnicu Valcea,Vaslui,521,1040,Snow,623.4075515686224,198,36,526
4208,Deva,Focsani,447,1238,Clear,897.2972011507605,967,5,458
4209,Tulcea,Bucuresti,298,1276,Fog,627.6427218713768,878,29,318
4210,Timisoara,Focsani,587,24,Snow,554.2101337246775,513,2,585
4211,Sibiu,Timisoara,268,461,Rain,970.3806640876679,405,31,294
4212,Tulcea,Bucuresti,298,416,Clear,183.12640336402552,316,21,299
4213,Suceava,Tulcea,404,1308,Fog,165.61278922503587,833,11,410
4214,Botosani,Brasov,349,27,Rain,104.05585150636665,435,21,346
4215,Bacau,Tulcea,286,843,Snow,684.3542535391318,962,7,312
4216,Suceava,Oradea,454,1234,Clear,683.2394682289697,53,5,472
4217,Ploiesti,Hunedoara,378,1432,Fog,875.341344175631,4,6,429
4218,Baia Mare,Galati,580,503,Rain,713.4325790016799,13,27,575
4219,Resita,Roman,587,1340,Clear,525.0482804934065,581,28,569
4220,Constanta,Pitesti,345,1058,Fog,363.2564940578008,71,29,370
4221,Iasi,Barlad,118,197,Clear,394.83229595711856,425,13,144
4222,Arad,Craiova,375,1351,Fog,286.89656129086484,399,33,382
4223,Tulcea,Alba Iulia,655,1032,Snow,747.4314285048054,88,21,656
4224,Constanta,Baia Mare,766,637,Clear,407.1786198609335,813,17,724
4225,Deva,Pitesti,283,718,Fog,922.9695229457932,95,38,321
4226,Drobeta-Turnu Severin,Vaslui,687,1327,Rain,767.8209918569111,782,1,676
4227,Iasi,Tulcea,307,1271,Fog,783.6345870070455,718,28,334
4228,Cluj-Napoca,Bacau,362,46,Snow,770.1514946153363,102,18,385
4229,Ploiesti,Iasi,376,1110,Clear,27.22649150774781,500,37,359
4230,Ploiesti,Drobeta-Turnu Severin,353,1438,Clear,535.0807168737388,875,21,354
4231,Deva,Vaslui,522,556,Rain,111.993548323016,759,8,502
4232,Buzau,Resita,622,70,Rain,88.53799588633493,915,16,581
4233,Sibiu,Ramnicu Valcea,100,1037,Snow,333.65337258909346,406,36,131
4234,Resita,Targu Mures,353,1081,Clear,475.69384368816094,162,38,357
4235,Ramnicu Valcea,Iasi,585,625,Rain,488.398758621147,710,5,574
4236,Cluj-Napoca,Timisoara,318,678,Fog,766.4180948207104,662,22,343
4237,Bucuresti,Iasi,409,1414,Snow,7.718503856371628,566,18,408
4238,Alba Iulia,Botosani,432,548,Snow,643.8109108858998,615,5,447
4239,Deva,Slatina,317,1232,Clear,788.0082465818814,857,2,340
4240,Barlad,Baia Mare,482,987,Rain,897.8696439706939,886,32,481
4241,Timisoara,Iasi,657,1357,Clear,280.49222516735426,44,21,641
4242,Vaslui,Suceava,188,722,Rain,822.8347342498141,254,24,231
4243,Sibiu,Bacau,319,1214,Clear,774.2722161700536,756,19,337
4244,Bacau,Constanta,391,789,Rain,763.2237346017127,984,15,394
4245,Galati,Ploiesti,209,374,Rain,35.455319279595,183,17,222
4246,Baia Mare,Botosani,336,1014,Rain,857.7908944676828,215,21,367
4247,Bucuresti,Vaslui,344,657,Rain,342.5067360272178,596,3,357
4248,Slatina,Resita,322,793,Clear,45.65064038615751,530,2,325
4249,Arad,Roman,613,1163,Rain,543.403060362414,905,15,598
4250,Barlad,Ramnicu Valcea,465,942,Clear,119.4121326207216,451,22,450
4251,Barlad,Roman,111,833,Rain,497.46312630445186,505,38,136
4252,Barlad,Constanta,309,1191,Fog,12.301948463411705,739,10,320
4253,Sibiu,Pitesti,155,1036,Rain,85.78478239356069,997,34,157
4254,Botosani,Buzau,351,1034,Snow,227.51742792825402,541,35,351
4255,Bacau,Galati,187,227,Clear,303.455013557671,550,2,210
4256,Alba Iulia,Sibiu,68,1073,Fog,365.56780618296034,942,20,106
4257,Tulcea,Roman,300,409,Snow,23.820584072192453,240,23,309
4258,Arad,Craiova,375,807,Fog,40.03732638761504,102,2,395
4259,Craiova,Arad,375,560,Rain,440.22877330884944,902,40,360
4260,Galati,Arad,706,706,Clear,622.6423383284906,182,2,695
4261,Focsani,Cluj-Napoca,420,758,Fog,901.8746432179641,739,34,432
4262,Drobeta-Turnu Severin,Resita,159,645,Rain,656.339735916801,777,30,180
4263,Hunedoara,Galati,532,141,Rain,40.4483936183675,505,27,505
4264,Botosani,Bacau,157,277,Clear,669.6074672750368,535,38,171
4265,Slatina,Iasi,588,1119,Snow,630.8468060520129,811,31,572
4266,Bucuresti,Constanta,229,886,Rain,423.190825660815,108,36,250
4267,Iasi,Galati,220,620,Fog,315.2496155903599,317,40,243
4268,Arad,Bucuresti,570,565,Snow,514.8336121800781,487,37,552
4269,Brasov,Sibiu,144,1429,Clear,485.7788694384636,907,16,171
4270,Sibiu,Focsani,318,325,Rain,389.8026748284096,988,7,322
4271,Vaslui,Bacau,83,494,Snow,528.7327603241476,977,26,115
4272,Roman,Alba Iulia,365,538,Clear,488.8598377018166,208,18,378
4273,Buzau,Timisoara,602,635,Fog,332.46878297668604,614,20,589
4274,Targoviste,Resita,458,1308,Rain,79.33489265385273,799,25,438
4275,Bacau,Ploiesti,283,975,Rain,554.5683660267359,432,36,293
4276,Tulcea,Hunedoara,692,1116,Fog,13.5026052454843,537,36,650
4277,Targoviste,Tulcea,406,1305,Rain,236.07630355697606,369,5,421
4278,Iasi,Targu Mures,316,69,Clear,702.5859237742904,722,24,319
4279,Drobeta-Turnu Severin,Brasov,374,1226,Snow,915.9692464119676,206,15,412
4280,Arad,Suceava,636,257,Clear,643.7045081600721,875,31,600
4281,Drobeta-Turnu Severin,Brasov,374,898,Fog,374.6244817126917,478,29,385
4282,Barlad,Vaslui,53,902,Clear,452.3293856651752,397,11,91
4283,Drobeta-Turnu Severin,Targu Mures,403,399,Clear,540.4091175533944,73,16,412
4284,Suceava,Botosani,42,49,Snow,948.6229842417334,194,14,105
4285,Drobeta-Turnu Severin,Botosani,812,1049,Fog,477.4444841103211,936,2,787
4286,Roman,Ploiesti,326,1092,Clear,420.50787135734936,718,33,325
4287,Alba Iulia,Roman,365,554,Clear,396.0889431741724,650,16,360
